Symbol,Company Name,Sector,Industry
CARTRADE,Cartrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships
KALYANI,Kalyani Commercials Limited,Consumer Cyclical,Auto & Truck Dealerships
LANDMARK,Landmark Cars Limited,Consumer Cyclical,Auto & Truck Dealerships
PVSL,Popular Vehicles and Services Limited,Consumer Cyclical,Auto & Truck Dealerships
