Symbol,Company Name,Sector,Industry
ARFIN,Arfin India Limited,Basic Materials,Aluminum
CENTEXT,Century Extrusions Limited,Basic Materials,Aluminum
GOYALALUM,Goyal Aluminiums Limited,Basic Materials,Aluminum
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum
MMP,MMP Industries Limited,Basic Materials,Aluminum
MAANALU,Maan Aluminium Limited,Basic Materials,Aluminum
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,Aluminum
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum
