Symbol,Company Name,Sector,Industry
ESABINDIA,Esab India Limited,Industrials,Tools & Accessories
HARSHA,Harsha Engineers International Limited,Industrials,Tools & Accessories
LAKPRE,Lakshmi Precision Screws Limited,Industrials,Tools & Accessories
NIBL,NRB Industrial Bearings Limited,Industrials,Tools & Accessories
SKFINDIA,SKF India Limited,Industrials,Tools & Accessories
STERTOOLS,Sterling Tools Limited,Industrials,Tools & Accessories
TIIL,Technocraft Industries (India) Limited,Industrials,Tools & Accessories
TIMKEN,Timken India Limited,Industrials,Tools & Accessories
WENDT,Wendt (India) Limited,Industrials,Tools & Accessories
