Symbol,Company Name,Sector,Industry
DELTACORP,Delta Corp Limited,Consumer Cyclical,Resorts & Casinos
ITCHOTELS,ITC Hotels Limited,Consumer Cyclical,Resorts & Casinos
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Resorts & Casinos
