Symbol,Company Name,Sector,Industry
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Diagnostics & Research
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research
SAILIFE,Sai Life Sciences Limited,Healthcare,Diagnostics & Research
SURAKSHA,Suraksha Diagnostic Limited,Healthcare,Diagnostics & Research
SYNGENE,Syngene International Limited,Healthcare,Diagnostics & Research
THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research
VIMTALABS,Vimta Labs Limited,Healthcare,Diagnostics & Research
