Symbol,Company Name,Sector,Industry
ANIKINDS,Anik Industries Limited,Consumer Defensive,Food Distribution
DODLA,Dodla Dairy Limited,Consumer Defensive,Food Distribution
ESSENTIA,Integra Essentia Limited,Consumer Defensive,Food Distribution
