Symbol,Company Name,Sector,Industry
CONCOR,Container Corporation of India Limited,Industrials,Railroads
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Industrials,Railroads
JWL,Jupiter Wagons Limited,Industrials,Railroads
QUADFUTURE,Quadrant Future Tek Limited,Industrials,Railroads
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Industrials,Railroads
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Railroads
