Symbol,Company Name,Sector,Industry
AVALON,Avalon Technologies Limited,Technology,Electronic Components
CENTUM,Centum Electronics Limited,Technology,Electronic Components
CYIENTDLM,Cyient DLM Limited,Technology,Electronic Components
IKIO,IKIO Technologies Limited,Technology,Electronic Components
KRN,KRN Heat Exchanger and Refrigeration Limited,Technology,Electronic Components
MICEL,MIC Electronics Limited,Technology,Electronic Components
PGEL,PG Electroplast Limited,Technology,Electronic Components
SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components
