Symbol,Company Name,Sector,Industry
AFFLE,Affle 3i Limited,Communication Services,Advertising Agencies
BCG,Brightcom Group Limited,Communication Services,Advertising Agencies
ODIGMA,Odigma Consultancy Solutions Limited,Communication Services,Advertising Agencies
RKSWAMY,R K Swamy Limited,Communication Services,Advertising Agencies
SIGNPOST,Signpost India Limited,Communication Services,Advertising Agencies
TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,Advertising Agencies
