Symbol,Company Name,Sector,Industry
INDGN,Indegene Limited,Healthcare,Health Information Services
IKS,Inventurus Knowledge Solutions Limited,Healthcare,Health Information Services
SAGILITY,Sagility India Limited,Healthcare,Health Information Services
